Date,depth_ft,Value,Analyte,Unit
5/6/2015,0,150,TP,ugL
5/6/2015,0,1410,TN,ugL
5/13/2015,0,115,TP,ugL
5/13/2015,0,1050,TN,ugL
5/14/2015,0,115,TP,ugL
5/14/2015,0,1050,TN,ugL
5/14/2015,0,13.89,CHLA,ugL
5/14/2015,5,135,TP,ugL
5/14/2015,5,959,TN,ugL
5/14/2015,5,13.93,CHLA,ugL
5/14/2015,10,129,TP,ugL
5/14/2015,10,980,TN,ugL
5/14/2015,10,13.01,CHLA,ugL
5/14/2015,20,157,TP,ugL
5/14/2015,20,1170,TN,ugL
5/14/2015,20,3.65,CHLA,ugL
5/14/2015,49,170,TP,ugL
5/14/2015,49,1270,TN,ugL
5/20/2015,0,78,TP,ugL
5/20/2015,0,1040,TN,ugL
5/26/2015,0,86,TP,ugL
5/26/2015,0,945,TN,ugL
5/26/2015,0,4.92,CHL_InsituProbeR,RFU
5/26/2015,0,15.04,Phycocyanin_InsituProbeR,RFU
5/26/2015,0,6.29,CHLA,ugL
5/26/2015,5,87,TP,ugL
5/26/2015,5,906,TN,ugL
5/26/2015,5,3.52,CHL_InsituProbeR,RFU
5/26/2015,5,2.71,Phycocyanin_InsituProbeR,RFU
5/26/2015,5,18.3,CHLA,ugL
5/26/2015,10,80,TP,ugL
5/26/2015,10,906,TN,ugL
5/26/2015,10,2.33,CHL_InsituProbeR,RFU
5/26/2015,10,1.26,Phycocyanin_InsituProbeR,RFU
5/26/2015,10,2.43,CHLA,ugL
5/26/2015,15,1.57,CHL_InsituProbeR,RFU
5/26/2015,15,0.43,Phycocyanin_InsituProbeR,RFU
5/26/2015,20,144,TP,ugL
5/26/2015,20,1220,TN,ugL
5/26/2015,20,1.53,CHL_InsituProbeR,RFU
5/26/2015,20,0.58,Phycocyanin_InsituProbeR,RFU
5/26/2015,20,1.49,CHLA,ugL
5/26/2015,25,1.21,CHL_InsituProbeR,RFU
5/26/2015,25,0.28,Phycocyanin_InsituProbeR,RFU
5/26/2015,30,1.02,CHL_InsituProbeR,RFU
5/26/2015,30,0.27,Phycocyanin_InsituProbeR,RFU
5/26/2015,35,0.82,CHL_InsituProbeR,RFU
5/26/2015,35,0.27,Phycocyanin_InsituProbeR,RFU
5/26/2015,40,0.82,CHL_InsituProbeR,RFU
5/26/2015,40,0.28,Phycocyanin_InsituProbeR,RFU
5/26/2015,45,0.81,CHL_InsituProbeR,RFU
5/26/2015,45,0.29,Phycocyanin_InsituProbeR,RFU
5/26/2015,49,193,TP,ugL
5/26/2015,49,1210,TN,ugL
5/26/2015,49,0.8,CHL_InsituProbeR,RFU
5/26/2015,49,0.3,Phycocyanin_InsituProbeR,RFU
5/27/2015,0,124,TP,ugL
5/27/2015,0,1170,TN,ugL
6/3/2015,0,103,TP,ugL
6/3/2015,0,1330,TN,ugL
6/5/2015,0,67,TP,ugL
6/5/2015,0,1370,TN,ugL
6/6/2015,0,61,TP,ugL
6/6/2015,0,1180,TN,ugL
6/7/2015,0,63,TP,ugL
6/7/2015,0,1320,TN,ugL
6/8/2015,0,59,TP,ugL
6/8/2015,0,1470,TN,ugL
6/9/2015,0,59,TP,ugL
6/9/2015,0,1430,TN,ugL
6/9/2015,0,90,TP,ugL
6/9/2015,0,1370,TN,ugL
6/9/2015,0,2.76,CHL_InsituProbeR,RFU
6/9/2015,0,9.9,Phycocyanin_InsituProbeR,RFU
6/9/2015,0,11.73,CHLA,ugL
6/9/2015,5,82,TP,ugL
6/9/2015,5,1310,TN,ugL
6/9/2015,5,11.87,CHLA,ugL
6/9/2015,5,2.96,CHL_InsituProbeR,RFU
6/9/2015,5,11.01,Phycocyanin_InsituProbeR,RFU
6/9/2015,10,73,TP,ugL
6/9/2015,10,1090,TN,ugL
6/9/2015,10,1.37,CHL_InsituProbeR,RFU
6/9/2015,10,6.67,Phycocyanin_InsituProbeR,RFU
6/9/2015,10,7.45,CHLA,ugL
6/9/2015,15,0.75,CHL_InsituProbeR,RFU
6/9/2015,15,0.55,Phycocyanin_InsituProbeR,RFU
6/9/2015,20,111,TP,ugL
6/9/2015,20,997,TN,ugL
6/9/2015,20,0.78,CHL_InsituProbeR,RFU
6/9/2015,20,0.25,Phycocyanin_InsituProbeR,RFU
6/9/2015,20,6.88,CHLA,ugL
6/9/2015,25,0.88,CHL_InsituProbeR,RFU
6/9/2015,25,0.25,Phycocyanin_InsituProbeR,RFU
6/9/2015,30,0.87,CHL_InsituProbeR,RFU
6/9/2015,30,0.23,Phycocyanin_InsituProbeR,RFU
6/9/2015,35,0.92,CHL_InsituProbeR,RFU
6/9/2015,35,0.22,Phycocyanin_InsituProbeR,RFU
6/9/2015,40,0.9,CHL_InsituProbeR,RFU
6/9/2015,40,0.22,Phycocyanin_InsituProbeR,RFU
6/9/2015,45,0.89,CHL_InsituProbeR,RFU
6/9/2015,45,0.22,Phycocyanin_InsituProbeR,RFU
6/9/2015,49,217,TP,ugL
6/9/2015,49,1220,TN,ugL
6/9/2015,49,0.86,CHL_InsituProbeR,RFU
6/9/2015,49,0.23,Phycocyanin_InsituProbeR,RFU
6/10/2015,0,72,TP,ugL
6/10/2015,0,1710,TN,ugL
6/11/2015,0,53,TP,ugL
6/11/2015,0,1690,TN,ugL
6/12/2015,0,60,TP,ugL
6/12/2015,0,1930,TN,ugL
6/13/2015,0,56,TP,ugL
6/13/2015,0,2050,TN,ugL
6/14/2015,0,52,TP,ugL
6/14/2015,0,2180,TN,ugL
6/15/2015,0,46,TP,ugL
6/15/2015,0,1830,TN,ugL
6/16/2015,0,38,TP,ugL
6/16/2015,0,1760,TN,ugL
6/18/2015,0,48,TP,ugL
6/18/2015,0,1510,TN,ugL
6/19/2015,0,44,TP,ugL
6/19/2015,0,1600,TN,ugL
6/20/2015,0,39,TP,ugL
6/20/2015,0,1330,TN,ugL
6/21/2015,0,39,TP,ugL
6/21/2015,0,1400,TN,ugL
6/22/2015,0,39,TP,ugL
6/22/2015,0,1360,TN,ugL
6/23/2015,0,60,TP,ugL
6/23/2015,0,1165,TN,ugL
6/23/2015,0,4.94,CHL_InsituProbeR,RFU
6/23/2015,0,5.23,Phycocyanin_InsituProbeR,RFU
6/23/2015,0,40.03,CHLA,ugL
6/23/2015,5,55,TP,ugL
6/23/2015,5,1090,TN,ugL
6/23/2015,5,3.62,CHL_InsituProbeR,RFU
6/23/2015,5,5.23,Phycocyanin_InsituProbeR,RFU
6/23/2015,5,29.32,CHLA,ugL
6/23/2015,10,57,TP,ugL
6/23/2015,10,991,TN,ugL
6/23/2015,10,1.69,CHL_InsituProbeR,RFU
6/23/2015,10,4.93,Phycocyanin_InsituProbeR,RFU
6/23/2015,10,34.66,CHLA,ugL
6/23/2015,15,1.29,CHL_InsituProbeR,RFU
6/23/2015,15,1.41,Phycocyanin_InsituProbeR,RFU
6/23/2015,20,189,TP,ugL
6/23/2015,20,2040,TN,ugL
6/23/2015,20,1.14,CHL_InsituProbeR,RFU
6/23/2015,20,0.54,Phycocyanin_InsituProbeR,RFU
6/23/2015,20,2.58,CHLA,ugL
6/23/2015,25,1.14,CHL_InsituProbeR,RFU
6/23/2015,25,0.42,Phycocyanin_InsituProbeR,RFU
6/23/2015,30,1.03,CHL_InsituProbeR,RFU
6/23/2015,30,0.36,Phycocyanin_InsituProbeR,RFU
6/23/2015,35,1.04,CHL_InsituProbeR,RFU
6/23/2015,35,0.36,Phycocyanin_InsituProbeR,RFU
6/23/2015,40,1.07,CHL_InsituProbeR,RFU
6/23/2015,40,0.35,Phycocyanin_InsituProbeR,RFU
6/23/2015,45,1.09,CHL_InsituProbeR,RFU
6/23/2015,45,0.33,Phycocyanin_InsituProbeR,RFU
6/23/2015,50,1.07,CHL_InsituProbeR,RFU
6/23/2015,50,0.35,Phycocyanin_InsituProbeR,RFU
6/23/2015,52,189,TP,ugL
6/23/2015,52,1140,TN,ugL
6/23/2015,52,1.06,CHL_InsituProbeR,RFU
6/23/2015,52,0.35,Phycocyanin_InsituProbeR,RFU
6/24/2015,0,56,TP,ugL
6/24/2015,0,1210,TN,ugL
6/25/2015,0,92,TP,ugL
6/25/2015,0,1460,TN,ugL
6/26/2015,0,105,TP,ugL
6/26/2015,0,1760,TN,ugL
6/30/2015,0,109,TP,ugL
6/30/2015,0,1960,TN,ugL
6/30/2015,0,136,TP,ugL
6/30/2015,0,1580,TN,ugL
6/30/2015,0,5.05,CHL_InsituProbeR,RFU
6/30/2015,0,5.96,Phycocyanin_InsituProbeR,RFU
6/30/2015,0,14.57,CHLA,ugL
6/30/2015,5,137,TP,ugL
6/30/2015,5,1610,TN,ugL
6/30/2015,5,5.02,CHL_InsituProbeR,RFU
6/30/2015,5,5.91,Phycocyanin_InsituProbeR,RFU
6/30/2015,5,12.54,CHLA,ugL
6/30/2015,10,120,TP,ugL
6/30/2015,10,1590,TN,ugL
6/30/2015,10,1.98,CHL_InsituProbeR,RFU
6/30/2015,10,4.68,Phycocyanin_InsituProbeR,RFU
6/30/2015,10,2.42,CHLA,ugL
6/30/2015,15,1.73,CHL_InsituProbeR,RFU
6/30/2015,15,4.61,Phycocyanin_InsituProbeR,RFU
6/30/2015,20,176,TP,ugL
6/30/2015,20,2060,TN,ugL
6/30/2015,20,1.14,CHL_InsituProbeR,RFU
6/30/2015,20,1.31,Phycocyanin_InsituProbeR,RFU
6/30/2015,20,4.63,CHLA,ugL
6/30/2015,25,1.15,CHL_InsituProbeR,RFU
6/30/2015,25,0.58,Phycocyanin_InsituProbeR,RFU
6/30/2015,30,1.12,CHL_InsituProbeR,RFU
6/30/2015,30,0.42,Phycocyanin_InsituProbeR,RFU
6/30/2015,35,1.09,CHL_InsituProbeR,RFU
6/30/2015,35,0.36,Phycocyanin_InsituProbeR,RFU
6/30/2015,40,1.1,CHL_InsituProbeR,RFU
6/30/2015,40,0.37,Phycocyanin_InsituProbeR,RFU
6/30/2015,45,1.12,CHL_InsituProbeR,RFU
6/30/2015,45,0.34,Phycocyanin_InsituProbeR,RFU
6/30/2015,50,224,TP,ugL
6/30/2015,50,1110,TN,ugL
6/30/2015,50,1.11,CHL_InsituProbeR,RFU
6/30/2015,50,0.37,Phycocyanin_InsituProbeR,RFU
7/1/2015,0,104,TP,ugL
7/1/2015,0,1870,TN,ugL
7/6/2015,0,97,TP,ugL
7/6/2015,0,2320,TN,ugL
7/15/2015,0,1450,TN,ugL
7/17/2015,0,108,TP,ugL
7/17/2015,0,1480,TN,ugL
7/20/2015,0,93,TP,ugL
7/20/2015,0,1280,TN,ugL
7/21/2015,0,96,TP,ugL
7/21/2015,0,1330,TN,ugL
7/21/2015,0,4.39,CHL_InsituProbeR,RFU
7/21/2015,0,8.52,Phycocyanin_InsituProbeR,RFU
7/21/2015,0,40.19,CHLA,ugL
7/21/2015,5,102,TP,ugL
7/21/2015,5,1260,TN,ugL
7/21/2015,5,2.29,CHL_InsituProbeR,RFU
7/21/2015,5,7.62,Phycocyanin_InsituProbeR,RFU
7/21/2015,5,28.48,CHLA,ugL
7/21/2015,10,1240,TN,ugL
7/21/2015,10,1.58,CHL_InsituProbeR,RFU
7/21/2015,10,3.43,Phycocyanin_InsituProbeR,RFU
7/21/2015,10,11.71,CHLA,ugL
7/21/2015,15,1.38,CHL_InsituProbeR,RFU
7/21/2015,15,2.28,Phycocyanin_InsituProbeR,RFU
7/21/2015,20,1310,TN,ugL
7/21/2015,20,1.35,CHL_InsituProbeR,RFU
7/21/2015,20,0.97,Phycocyanin_InsituProbeR,RFU
7/21/2015,20,0.79,CHLA,ugL
7/21/2015,25,1.35,CHL_InsituProbeR,RFU
7/21/2015,25,0.85,Phycocyanin_InsituProbeR,RFU
7/21/2015,30,1.34,CHL_InsituProbeR,RFU
7/21/2015,30,0.71,Phycocyanin_InsituProbeR,RFU
7/21/2015,35,1.31,CHL_InsituProbeR,RFU
7/21/2015,35,0.66,Phycocyanin_InsituProbeR,RFU
7/21/2015,40,1.33,CHL_InsituProbeR,RFU
7/21/2015,40,0.62,Phycocyanin_InsituProbeR,RFU
7/21/2015,45,1.32,CHL_InsituProbeR,RFU
7/21/2015,45,0.54,Phycocyanin_InsituProbeR,RFU
7/21/2015,50,1.29,CHL_InsituProbeR,RFU
7/21/2015,50,0.51,Phycocyanin_InsituProbeR,RFU
7/21/2015,55,1560,TN,ugL
7/21/2015,55,1.22,CHL_InsituProbeR,RFU
7/21/2015,55,0.49,Phycocyanin_InsituProbeR,RFU
7/22/2015,0,80,TP,ugL
7/22/2015,0,815,TN,ugL
7/24/2015,0,89,TP,ugL
7/24/2015,0,848,TN,ugL
7/29/2015,0,66,TP,ugL
7/29/2015,0,1310,TN,ugL
7/31/2015,0,68,TP,ugL
7/31/2015,0,1310,TN,ugL
8/3/2015,0,63,TP,ugL
8/3/2015,0,1070,TN,ugL
8/5/2015,0,76,TP,ugL
8/5/2015,0,967,TN,ugL
8/12/2015,0,69,TP,ugL
8/12/2015,0,851,TN,ugL
8/12/2015,0,2.52,CHL_InsituProbeR,RFU
8/12/2015,0,2.78,Phycocyanin_InsituProbeR,RFU
8/12/2015,0,17.72,CHLA,ugL
8/12/2015,5,70,TP,ugL
8/12/2015,5,892,TN,ugL
8/12/2015,5,2.72,CHL_InsituProbeR,RFU
8/12/2015,5,3.05,Phycocyanin_InsituProbeR,RFU
8/12/2015,5,19.99,CHLA,ugL
8/12/2015,10,80,TP,ugL
8/12/2015,10,851,TN,ugL
8/12/2015,10,2.48,CHL_InsituProbeR,RFU
8/12/2015,10,2.87,Phycocyanin_InsituProbeR,RFU
8/12/2015,10,12.45,CHLA,ugL
8/12/2015,15,1.85,CHL_InsituProbeR,RFU
8/12/2015,15,2.25,Phycocyanin_InsituProbeR,RFU
8/12/2015,20,133,TP,ugL
8/12/2015,20,867,TN,ugL
8/12/2015,20,1.31,CHL_InsituProbeR,RFU
8/12/2015,20,0.8,Phycocyanin_InsituProbeR,RFU
8/12/2015,20,8.17,CHLA,ugL
8/12/2015,25,1.2,CHL_InsituProbeR,RFU
8/12/2015,25,0.43,Phycocyanin_InsituProbeR,RFU
8/12/2015,30,1.19,CHL_InsituProbeR,RFU
8/12/2015,30,0.22,Phycocyanin_InsituProbeR,RFU
8/12/2015,35,1.2,CHL_InsituProbeR,RFU
8/12/2015,35,0.19,Phycocyanin_InsituProbeR,RFU
8/12/2015,40,1.19,CHL_InsituProbeR,RFU
8/12/2015,40,0.17,Phycocyanin_InsituProbeR,RFU
8/12/2015,45,1.2,CHL_InsituProbeR,RFU
8/12/2015,45,0.18,Phycocyanin_InsituProbeR,RFU
8/12/2015,49,237,TP,ugL
8/12/2015,49,985,TN,ugL
8/12/2015,49,1.18,CHL_InsituProbeR,RFU
8/12/2015,49,0.19,Phycocyanin_InsituProbeR,RFU
8/21/2015,0,53,TP,ugL
8/21/2015,0,845,TN,ugL
8/26/2015,0,60,TP,ugL
8/26/2015,0,738,TN,ugL
9/1/2015,0,82,TP,ugL
9/1/2015,0,905,TN,ugL
9/1/2015,0,5.89,CHL_InsituProbeR,RFU
9/1/2015,0,2.55,Phycocyanin_InsituProbeR,RFU
9/1/2015,0,16.64,CHLA,ugL
9/1/2015,5,76,TP,ugL
9/1/2015,5,897,TN,ugL
9/1/2015,5,6.4,CHL_InsituProbeR,RFU
9/1/2015,5,2.45,Phycocyanin_InsituProbeR,RFU
9/1/2015,5,12.29,CHLA,ugL
9/1/2015,10,81,TP,ugL
9/1/2015,10,706,TN,ugL
9/1/2015,10,4.07,CHL_InsituProbeR,RFU
9/1/2015,10,2.42,Phycocyanin_InsituProbeR,RFU
9/1/2015,10,7.16,CHLA,ugL
9/1/2015,15,2.68,CHL_InsituProbeR,RFU
9/1/2015,15,1.72,Phycocyanin_InsituProbeR,RFU
9/1/2015,20,68,TP,ugL
9/1/2015,20,656,TN,ugL
9/1/2015,20,1.66,CHL_InsituProbeR,RFU
9/1/2015,20,0.78,Phycocyanin_InsituProbeR,RFU
9/1/2015,20,4.18,CHLA,ugL
9/1/2015,25,1.42,CHL_InsituProbeR,RFU
9/1/2015,25,0.78,Phycocyanin_InsituProbeR,RFU
9/1/2015,30,1.41,CHL_InsituProbeR,RFU
9/1/2015,30,0.7,Phycocyanin_InsituProbeR,RFU
9/1/2015,35,1.3,CHL_InsituProbeR,RFU
9/1/2015,35,0.34,Phycocyanin_InsituProbeR,RFU
9/1/2015,40,1.21,CHL_InsituProbeR,RFU
9/1/2015,40,0.25,Phycocyanin_InsituProbeR,RFU
9/1/2015,45,1.25,CHL_InsituProbeR,RFU
9/1/2015,45,0.3,Phycocyanin_InsituProbeR,RFU
9/1/2015,49,333,TP,ugL
9/1/2015,49,1190,TN,ugL
9/1/2015,49,1.22,CHL_InsituProbeR,RFU
9/1/2015,49,0.26,Phycocyanin_InsituProbeR,RFU
9/2/2015,0,76,TP,ugL
9/2/2015,0,962,TN,ugL
9/9/2015,0,33,TP,ugL
9/9/2015,0,887,TN,ugL
9/16/2015,0,88,TP,ugL
9/16/2015,0,757,TN,ugL
9/21/2015,0,90,TP,ugL
9/21/2015,0,694,TN,ugL
9/22/2015,0,102,TP,ugL
9/22/2015,0,669,TN,ugL
9/22/2015,0,1.84,CHL_InsituProbeR,RFU
9/22/2015,0,0.92,Phycocyanin_InsituProbeR,RFU
9/22/2015,0,12.75,CHLA,ugL
9/22/2015,5,107,TP,ugL
9/22/2015,5,685,TN,ugL
9/22/2015,5,2.14,CHL_InsituProbeR,RFU
9/22/2015,5,1.03,Phycocyanin_InsituProbeR,RFU
9/22/2015,5,10.02,CHLA,ugL
9/22/2015,10,112,TP,ugL
9/22/2015,10,711,TN,ugL
9/22/2015,10,2.15,CHL_InsituProbeR,RFU
9/22/2015,10,0.99,Phycocyanin_InsituProbeR,RFU
9/22/2015,10,2.93,CHLA,ugL
9/22/2015,15,2.14,CHL_InsituProbeR,RFU
9/22/2015,15,0.95,Phycocyanin_InsituProbeR,RFU
9/22/2015,20,121,TP,ugL
9/22/2015,20,688,TN,ugL
9/22/2015,20,2.38,CHL_InsituProbeR,RFU
9/22/2015,20,0.98,Phycocyanin_InsituProbeR,RFU
9/22/2015,20,0.66,CHLA,ugL
9/22/2015,25,2.24,CHL_InsituProbeR,RFU
9/22/2015,25,0.96,Phycocyanin_InsituProbeR,RFU
9/22/2015,30,2.06,CHL_InsituProbeR,RFU
9/22/2015,30,0.95,Phycocyanin_InsituProbeR,RFU
9/22/2015,35,2.02,CHL_InsituProbeR,RFU
9/22/2015,35,0.96,Phycocyanin_InsituProbeR,RFU
9/22/2015,40,1.98,CHL_InsituProbeR,RFU
9/22/2015,40,0.98,Phycocyanin_InsituProbeR,RFU
9/22/2015,45,1.96,CHL_InsituProbeR,RFU
9/22/2015,45,0.99,Phycocyanin_InsituProbeR,RFU
9/22/2015,47,102,TP,ugL
9/22/2015,47,675,TN,ugL
9/22/2015,47,1.98,CHL_InsituProbeR,RFU
9/22/2015,47,1.1,Phycocyanin_InsituProbeR,RFU
9/23/2015,0,78,TP,ugL
9/23/2015,0,650,TN,ugL
9/30/2015,0,116,TP,ugL
9/30/2015,0,788,TN,ugL
10/13/2015,0,141,TP,ugL
10/13/2015,0,1000,TN,ugL
10/13/2015,0,5.44,CHL_InsituProbeR,RFU
10/13/2015,0,1.24,Phycocyanin_InsituProbeR,RFU
10/13/2015,0,0.48,CHLA,ugL
10/13/2015,5,136,TP,ugL
10/13/2015,5,942,TN,ugL
10/13/2015,5,5.72,CHL_InsituProbeR,RFU
10/13/2015,5,1.28,Phycocyanin_InsituProbeR,RFU
10/13/2015,5,5.53,CHLA,ugL
10/13/2015,10,136,TP,ugL
10/13/2015,10,1000,TN,ugL
10/13/2015,10,6,CHL_InsituProbeR,RFU
10/13/2015,10,1.24,Phycocyanin_InsituProbeR,RFU
10/13/2015,10,5.3,CHLA,ugL
10/13/2015,15,5.67,CHL_InsituProbeR,RFU
10/13/2015,15,1.16,Phycocyanin_InsituProbeR,RFU
10/13/2015,20,141,TP,ugL
10/13/2015,20,957,TN,ugL
10/13/2015,20,5.76,CHL_InsituProbeR,RFU
10/13/2015,20,1.14,Phycocyanin_InsituProbeR,RFU
10/13/2015,20,0.57,CHLA,ugL
10/13/2015,25,5.75,CHL_InsituProbeR,RFU
10/13/2015,25,1.14,Phycocyanin_InsituProbeR,RFU
10/13/2015,35,4.22,CHL_InsituProbeR,RFU
10/13/2015,35,0.89,Phycocyanin_InsituProbeR,RFU
10/13/2015,40,3.64,CHL_InsituProbeR,RFU
10/13/2015,40,0.75,Phycocyanin_InsituProbeR,RFU
10/13/2015,45,2.26,CHL_InsituProbeR,RFU
10/13/2015,45,0.59,Phycocyanin_InsituProbeR,RFU
10/13/2015,47,138,TP,ugL
10/13/2015,47,1070,TN,ugL
10/13/2015,47,1.99,CHL_InsituProbeR,RFU
10/13/2015,47,0.6,Phycocyanin_InsituProbeR,RFU
11/3/2015,0,90,TP,ugL
11/3/2015,0,1040,TN,ugL
11/3/2015,0,0.95,CHL_InsituProbeR,RFU
11/3/2015,0,0.38,Phycocyanin_InsituProbeR,RFU
11/3/2015,0,3.05,CHLA,ugL
11/3/2015,5,97,TP,ugL
11/3/2015,5,1150,TN,ugL
11/3/2015,5,1.06,CHL_InsituProbeR,RFU
11/3/2015,5,0.34,Phycocyanin_InsituProbeR,RFU
11/3/2015,5,4.35,CHLA,ugL
11/3/2015,10,97,TP,ugL
11/3/2015,10,1080,TN,ugL
11/3/2015,10,0.96,CHL_InsituProbeR,RFU
11/3/2015,10,0.31,Phycocyanin_InsituProbeR,RFU
11/3/2015,10,2.1,CHLA,ugL
11/3/2015,15,0.91,CHL_InsituProbeR,RFU
11/3/2015,15,0.27,Phycocyanin_InsituProbeR,RFU
11/3/2015,20,105,TP,ugL
11/3/2015,20,1060,TN,ugL
11/3/2015,20,0.91,CHL_InsituProbeR,RFU
11/3/2015,20,0.28,Phycocyanin_InsituProbeR,RFU
11/3/2015,20,1.63,CHLA,ugL
11/3/2015,25,0.82,CHL_InsituProbeR,RFU
11/3/2015,25,0.26,Phycocyanin_InsituProbeR,RFU
11/3/2015,30,0.81,CHL_InsituProbeR,RFU
11/3/2015,30,0.25,Phycocyanin_InsituProbeR,RFU
11/3/2015,35,0.84,CHL_InsituProbeR,RFU
